Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay 
SUZUKI Equator	2.5	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9NSXT02.5G5A	pickup	6	19	23	21	5	no
SUZUKI Equator	4	6	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9NSXT04.0G6A	pickup	6	15	20	17	3	no
SUZUKI Equator	4	6	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9NSXT04.0G6A	pickup	6	15	19	16	3	no
SUZUKI Grand Vitara	2.4	4	Auto-L4	2WD	Gasoline	CA	U2	LEV-II ULEV	9SKXT2.395F1	SUV	7	19	25	21	5	no
SUZUKI Grand Vitara	2.4	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9SKXT2.395F1	SUV	7	19	26	22	6	yes
SUZUKI Grand Vitara	2.4	4	Auto-L4	4WD	Gasoline	CA	U2	LEV-II ULEV	9SKXT2.395F1	SUV	7	19	23	20	5	no
SUZUKI Grand Vitara	2.4	4	Man-5	4WD	Gasoline	CA	U2	LEV-II ULEV	9SKXT2.395F1	SUV	7	19	25	21	5	no
SUZUKI Grand Vitara	3.2	6	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9SKXT3.205F1	SUV	7	18	24	20	5	no
SUZUKI Grand Vitara	3.2	6	Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9SKXT3.205F1	SUV	7	17	23	19	4	no
SUZUKI Grand Vitara	2.4	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9SKXT2.395F1	SUV	6	19	25	21	5	no
SUZUKI Grand Vitara	2.4	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9SKXT2.395F1	SUV	6	19	26	22	6	no
SUZUKI Grand Vitara	2.4	4	Auto-L4	4WD	Gasoline	FA	B5	Bin 5	9SKXT2.395F1	SUV	6	19	23	20	5	no
SUZUKI Grand Vitara	2.4	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9SKXT2.395F1	SUV	6	19	25	21	5	no
SUZUKI Grand Vitara	3.2	6	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9SKXT3.205F1	SUV	6	18	24	20	5	no
SUZUKI Grand Vitara	3.2	6	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9SKXT3.205F1	SUV	6	17	23	19	4	no
SUZUKI SX4	2	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9SKXV1.995D1	station wagon	6	21	28	23	6	no
SUZUKI SX4	2	4	Auto-L4	4WD	Gasoline	FA	B5	Bin 5	9SKXV1.995D1	station wagon	6	21	28	24	7	yes
SUZUKI SX4	2	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9SKXV1.995D1	station wagon	6	22	29	24	7	yes
SUZUKI SX4	2	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9SKXV1.995D1	station wagon	6	22	30	25	7	yes
SUZUKI SX4	2	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9SKXV1.995D1	station wagon	6	21	28	23	6	no
SUZUKI SX4	2	4	Auto-L4	4WD	Gasoline	CA	L2	LEV-II LEV	9SKXV1.995D1	station wagon	6	21	28	24	7	yes
SUZUKI SX4	2	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9SKXV1.995D1	station wagon	6	22	29	24	7	yes
SUZUKI SX4	2	4	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9SKXV1.995D1	station wagon	6	22	30	25	7	yes
SUZUKI SX4 Sedan	2	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9SKXV1.995D1	small car	6	22	30	25	7	yes
SUZUKI SX4 Sedan	2	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9SKXV1.995D1	small car	6	23	31	26	7	yes
SUZUKI SX4 Sedan	2	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9SKXV1.995D1	small car	6	22	30	25	7	yes
SUZUKI SX4 Sedan	2	4	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9SKXV1.995D1	small car	6	23	31	26	7	yes
SUZUKI SX4 Sport	2	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9SKXV1.995D1	small car	6	22	29	24	7	yes
SUZUKI SX4 Sport	2	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9SKXV1.995D1	small car	6	22	30	25	7	yes
SUZUKI SX4 Sport	2	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9SKXV1.995D1	small car	6	22	29	24	7	yes
SUZUKI SX4 Sport	2	4	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9SKXV1.995D1	small car	6	22	30	25	7	yes
SUZUKI XL7	3.6	6	Auto-S6	2WD	Gasoline	FC	B4	Bin 4	9GMXT03.6150	SUV	7	17	24	19	4	no
TOYOTA 4Runner	4.7	8	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT04.7BEM	SUV	7	15	19	17	3	no
TOYOTA 4Runner	4.7	8	Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT04.7BES	SUV	7	14	17	15	2	no
TOYOTA 4Runner	4	6	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9TYXT04.0AEM	SUV	6	16	21	18	4	no
TOYOTA 4Runner	4	6	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9TYXT04.0AEM	SUV	6	16	20	17	3	no
TOYOTA 4Runner	4	6	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9TYXT04.0AEM	SUV	6	16	21	18	4	no
TOYOTA 4Runner	4	6	Auto-L5	4WD	Gasoline	CA	L2	LEV-II LEV	9TYXT04.0AEM	SUV	6	16	20	17	3	no
TOYOTA 4Runner	4.7	8	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9TYXT04.7BEM	SUV	6	15	19	17	3	no
TOYOTA 4Runner	4.7	8	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9TYXT04.7BES	SUV	6	14	17	15	2	no
TOYOTA Avalon	3.5	6	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV03.5BEA	large car	7	19	28	23	6	yes
TOYOTA Avalon	3.5	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9TYXV03.5BEA	large car	6	19	28	23	6	no
TOYOTA Camry	2.4	4	Auto-L5	2WD	Gasoline	CA	S2	LEV-II SULEV	9TYXV02.4HE2	midsize car	9.5	21	31	25	7	yes
TOYOTA Camry	2.4	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV02.4BEA	midsize car	7	21	31	25	7	yes
TOYOTA Camry	2.4	4	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV02.4BEA	midsize car	7	21	31	25	7	yes
TOYOTA Camry	3.5	6	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV03.5BEA	midsize car	7	19	28	23	6	yes
TOYOTA Camry	2.4	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9TYXV02.4BEA	midsize car	6	21	31	25	7	yes
TOYOTA Camry	2.4	4	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9TYXV02.4BEA	midsize car	6	21	31	25	7	yes
TOYOTA Camry	2.4	4	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9TYXV02.4HE2	midsize car	6	21	31	25	7	yes
TOYOTA Camry	3.5	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9TYXV03.5BEA	midsize car	6	19	28	23	6	no
TOYOTA Camry Hybrid	2.4	4	Auto-AV	2WD	Gasoline	CA	S2	LEV-II SULEV	9TYXV02.4HC3	midsize car	9.5	33	34	34	9	yes
TOYOTA Camry Hybrid	2.4	4	Auto-AV	2WD	Gasoline	FA	B3	Bin 3	9TYXV02.4HC3	midsize car	8	33	34	34	9	yes
TOYOTA Corolla	1.8	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV01.8BEA	small car	7	26	35	30	8	yes
TOYOTA Corolla	1.8	4	Auto-L4	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV01.8BEA	small car	7	27	35	30	8	yes
TOYOTA Corolla	2.4	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV02.4BEB	small car	7	22	30	25	7	yes
TOYOTA Corolla	2.4	4	Auto-S5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV02.4BEB	small car	7	22	30	25	7	yes
TOYOTA Corolla	1.8	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9TYXV01.8BEA	small car	6	26	35	30	8	yes
TOYOTA Corolla	1.8	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9TYXV01.8BEA	small car	6	27	35	30	8	yes
TOYOTA Corolla	2.4	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9TYXV02.4BEB	small car	6	22	30	25	7	yes
TOYOTA Corolla	2.4	4	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9TYXV02.4BEB	small car	6	22	30	25	7	yes
TOYOTA FJ Cruiser	4	6	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9TYXT04.0AEM	SUV	6	17	21	18	4	no
TOYOTA FJ Cruiser	4	6	Man-6	4WD	Gasoline	FA	B5	Bin 5	9TYXT04.0AEM	SUV	6	14	19	16	3	no
TOYOTA FJ Cruiser	4	6	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9TYXT04.0AEM	SUV	6	16	20	17	3	no
TOYOTA FJ Cruiser	4	6	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9TYXT04.0AEM	SUV	6	17	21	18	4	no
TOYOTA FJ Cruiser	4	6	Man-6	4WD	Gasoline	CA	L2	LEV-II LEV	9TYXT04.0AEM	SUV	6	14	19	16	3	no
TOYOTA FJ Cruiser	4	6	Auto-L5	4WD	Gasoline	CA	L2	LEV-II LEV	9TYXT04.0AEM	SUV	6	16	20	17	3	no
TOYOTA Highlander	2.7	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	9TYXT02.7BEM	SUV	7	20	27	22	6	yes
TOYOTA Highlander	2.7	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9TYXT02.7BEM	SUV	6	20	27	22	6	no
TOYOTA Highlander	3.5	6	Auto-S5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT03.5BEM	SUV	7	18	24	20	5	no
TOYOTA Highlander	3.5	6	Auto-S5	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT03.5BEM	SUV	7	17	23	19	4	no
TOYOTA Highlander	3.5	6	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9TYXT03.5BEM	SUV	6	18	24	20	5	no
TOYOTA Highlander	3.5	6	Auto-S5	4WD	Gasoline	FA	B5	Bin 5	9TYXT03.5BEM	SUV	6	17	23	19	4	no
TOYOTA Highlander Hybrid	3.3	6	Auto-AV	4WD	Gasoline	CA	S2	LEV-II SULEV	9TYXT03.3CC4	SUV	9	27	25	26	7	yes
TOYOTA Highlander Hybrid	3.3	6	Auto-AV	4WD	Gasoline	FA	B3	Bin 3	9TYXT03.3CC4	SUV	8	27	25	26	7	yes
TOYOTA Land Cruiser	5.7	8	Auto-S6	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT05.7BEX	SUV	7	13	18	15	2	no
TOYOTA Land Cruiser	5.7	8	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9TYXT05.7BEX	SUV	6	13	18	15	2	no
TOYOTA Matrix	1.8	4	Auto-L4	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV01.8BEA	station wagon	7	25	31	28	8	yes
TOYOTA Matrix	1.8	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV01.8BEA	station wagon	7	26	32	28	8	yes
TOYOTA Matrix	2.4	4	Auto-L4	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV02.4BEB	station wagon	7	20	26	22	6	yes
TOYOTA Matrix	2.4	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV02.4BEB	station wagon	7	21	28	24	7	yes
TOYOTA Matrix	2.4	4	Auto-S5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV02.4BEB	station wagon	7	21	29	24	7	yes
TOYOTA Matrix	1.8	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9TYXV01.8BEA	station wagon	6	25	31	28	8	yes
TOYOTA Matrix	1.8	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9TYXV01.8BEA	station wagon	6	26	32	28	8	yes
TOYOTA Matrix	2.4	4	Auto-L4	4WD	Gasoline	FA	B5	Bin 5	9TYXV02.4BEB	station wagon	6	20	26	22	6	no
TOYOTA Matrix	2.4	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9TYXV02.4BEB	station wagon	6	21	28	24	7	yes
TOYOTA Matrix	2.4	4	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9TYXV02.4BEB	station wagon	6	21	29	24	7	yes
TOYOTA Prius	1.5	4	Auto-AV	2WD	Gasoline	CA	S2	LEV-II SULEV	9TYXV01.5HC3	midsize car	9.5	48	45	46	10	yes
TOYOTA Prius	1.5	4	Auto-AV	2WD	Gasoline	FA	B3	Bin 3	9TYXV01.5HC3	midsize car	8	48	45	46	10	yes
TOYOTA RAV4	2.5	4	Auto-L4	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT02.5BEH	SUV	7	22	28	24	7	yes
TOYOTA RAV4	2.5	4	Auto-L4	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT02.5BEM	SUV	7	21	27	24	7	yes
TOYOTA RAV4	3.5	6	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT03.5BEM	SUV	7	19	27	22	6	yes
TOYOTA RAV4	3.5	6	Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT03.5BEM	SUV	7	19	26	21	5	no
TOYOTA RAV4	2.5	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9TYXT02.5BEH	SUV	6	22	28	24	7	yes
TOYOTA RAV4	2.5	4	Auto-L4	4WD	Gasoline	FA	B5	Bin 5	9TYXT02.5BEM	SUV	6	21	27	24	7	yes
TOYOTA RAV4	3.5	6	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9TYXT03.5BEM	SUV	6	19	27	22	6	no
TOYOTA RAV4	3.5	6	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9TYXT03.5BEM	SUV	6	19	26	21	5	no
TOYOTA Scion tC	2.4	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV02.4BEB	small car	7	20	27	23	6	yes
TOYOTA Scion tC	2.4	4	Auto-L4	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV02.4BEB	small car	7	21	29	24	7	yes
TOYOTA Scion tC	2.4	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9TYXV02.4BEB	small car	6	20	27	23	6	no
TOYOTA Scion tC	2.4	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9TYXV02.4BEB	small car	6	21	29	24	7	yes
TOYOTA Scion xB	2.4	4	Auto-S4	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV02.4BEB	station wagon	7	22	28	24	7	yes
TOYOTA Scion xB	2.4	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV02.4BEB	station wagon	7	22	28	24	7	yes
TOYOTA Scion xB	2.4	4	Auto-S4	2WD	Gasoline	FA	B5	Bin 5	9TYXV02.4BEB	station wagon	6	22	28	24	7	yes
TOYOTA Scion xB	2.4	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9TYXV02.4BEB	station wagon	6	22	28	24	7	yes
TOYOTA Scion xD	1.8	4	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9TYXV01.8AJA	small car	6	26	32	28	8	yes
TOYOTA Scion xD	1.8	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9TYXV01.8AJA	small car	6	27	33	29	8	yes
TOYOTA Scion xD	1.8	4	Auto-L4	2WD	Gasoline	FA	B8	Bin 8	9TYXV01.8AJA	small car	3	26	32	28	8	no
TOYOTA Scion xD	1.8	4	Man-5	2WD	Gasoline	FA	B8	Bin 8	9TYXV01.8AJA	small car	3	27	33	29	8	no
TOYOTA Sequoia	4.7	8	Auto-S5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT04.7BEX	SUV	7	14	17	15	2	no
TOYOTA Sequoia	4.7	8	Auto-S5	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT04.7BEX	SUV	7	13	16	14	1	no
TOYOTA Sequoia	5.7	8	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT05.7BEX	SUV	7	14	19	15	2	no
TOYOTA Sequoia	5.7	8	Auto-S6	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT05.7BEX	SUV	7	13	18	15	2	no
TOYOTA Sequoia	4.7	8	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9TYXT04.7BEX	SUV	6	14	17	15	2	no
TOYOTA Sequoia	4.7	8	Auto-S5	4WD	Gasoline	FA	B5	Bin 5	9TYXT04.7BEX	SUV	6	13	16	14	1	no
TOYOTA Sequoia	5.7	8	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9TYXT05.7BEX	SUV	6	14	19	15	2	no
TOYOTA Sequoia	5.7	8	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9TYXT05.7BEX	SUV	6	13	18	15	2	no
TOYOTA Sienna	3.5	6	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT03.5BEM	minivan	7	17	23	19	4	no
TOYOTA Sienna	3.5	6	Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT03.5BEM	minivan	7	16	21	18	4	no
TOYOTA Sienna	3.5	6	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9TYXT03.5BEM	minivan	6	17	23	19	4	no
TOYOTA Sienna	3.5	6	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9TYXT03.5BEM	minivan	6	16	21	18	4	no
TOYOTA Tacoma	2.7	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9TYXT02.7AEH	pickup	6	19	25	21	5	no
TOYOTA Tacoma	2.7	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9TYXT02.7AEM	pickup	6	19	25	21	5	no
TOYOTA Tacoma	2.7	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9TYXT02.7AEH	pickup	6	20	26	22	6	no
TOYOTA Tacoma	2.7	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9TYXT02.7AEM	pickup	6	20	26	22	6	no
TOYOTA Tacoma	2.7	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9TYXT02.7AEM	pickup	6	17	22	19	4	no
TOYOTA Tacoma	2.7	4	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9TYXT02.7AEH	pickup	6	19	25	21	5	no
TOYOTA Tacoma	2.7	4	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9TYXT02.7AEM	pickup	6	19	25	21	5	no
TOYOTA Tacoma	2.7	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9TYXT02.7AEH	pickup	6	20	26	22	6	no
TOYOTA Tacoma	2.7	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9TYXT02.7AEM	pickup	6	20	26	22	6	no
TOYOTA Tacoma	2.7	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9TYXT02.7AEM	pickup	6	17	22	19	4	no
TOYOTA Tacoma	4	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9TYXT04.0AEM	pickup	6	15	19	17	3	no
TOYOTA Tacoma	4	6	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9TYXT04.0AEM	pickup	6	17	21	18	4	no
TOYOTA Tacoma	4	6	Man-6	4WD	Gasoline	FA	B5	Bin 5	9TYXT04.0AEM	pickup	6	14	19	16	3	no
TOYOTA Tacoma	4	6	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9TYXT04.0AEM	pickup	6	16	20	18	4	no
TOYOTA Tacoma	4	6	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9TYXT04.0AEM	pickup	6	15	19	17	3	no
TOYOTA Tacoma	4	6	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9TYXT04.0AEM	pickup	6	17	21	18	4	no
TOYOTA Tacoma	4	6	Man-6	4WD	Gasoline	CA	L2	LEV-II LEV	9TYXT04.0AEM	pickup	6	14	19	16	3	no
TOYOTA Tacoma	4	6	Auto-L5	4WD	Gasoline	CA	L2	LEV-II LEV	9TYXT04.0AEM	pickup	6	16	20	18	4	no
TOYOTA Tundra	4.7	8	Auto-S5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT04.7BEX	pickup	7	14	17	15	2	no
TOYOTA Tundra	4.7	8	Auto-S5	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT04.7BEX	pickup	7	13	16	15	2	no
TOYOTA Tundra	5.7	8	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT05.7BEX	pickup	7	14	18	16	3	no
TOYOTA Tundra	5.7	8	Auto-S6	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT05.7BEX	pickup	7	13	17	14	1	no
TOYOTA Tundra	4	6	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9TYXT04.0AES	pickup	6	15	19	16	3	no
TOYOTA Tundra	4	6	Auto-S5	2WD	Gasoline	CA	L2	LEV-II LEV	9TYXT04.0AES	pickup	6	15	19	16	3	no
TOYOTA Tundra	4.7	8	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9TYXT04.7BEX	pickup	6	14	17	15	2	no
TOYOTA Tundra	4.7	8	Auto-S5	4WD	Gasoline	FA	B5	Bin 5	9TYXT04.7BEX	pickup	6	13	16	15	2	no
TOYOTA Tundra	5.7	8	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9TYXT05.7BEX	pickup	6	14	18	16	3	no
TOYOTA Tundra	5.7	8	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9TYXT05.7BEX	pickup	6	13	17	14	1	no
TOYOTA Venza	2.7	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	9TYXT02.7BEN	SUV	7	21	29	24	7	yes
TOYOTA Venza	2.7	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	9TYXT02.7BEN	SUV	7	20	28	23	6	yes
TOYOTA Venza	2.7	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9TYXT02.7BEN	SUV	6	21	29	24	7	yes
TOYOTA Venza	2.7	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9TYXT02.7BEN	SUV	6	20	28	23	6	no
TOYOTA Venza	3.5	6	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT03.5BEM	SUV	7	19	26	22	6	yes
TOYOTA Venza	3.5	6	Auto-S6	4WD	Gasoline	CA	U2	LEV-II ULEV	9TYXT03.5BEM	SUV	7	18	25	21	5	no
TOYOTA Venza	3.5	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9TYXT03.5BEM	SUV	6	19	26	22	6	no
TOYOTA Venza	3.5	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9TYXT03.5BEM	SUV	6	18	25	21	5	no
TOYOTA Yaris	1.5	4	Auto-L4	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV01.5BEA	small car	7	29	35	31	8	yes
TOYOTA Yaris	1.5	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9TYXV01.5BEA	small car	7	29	36	32	9	yes
TOYOTA Yaris	1.5	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9TYXV01.5BEA	small car	6	29	35	31	8	yes
TOYOTA Yaris	1.5	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9TYXV01.5BEA	small car	6	29	36	32	9	yes
VOLKSWAGEN Eos	2	4	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9ADXV02.03UA	small car	7	21	31	25	7	yes
VOLKSWAGEN Eos	2	4	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9ADXV02.03UA	small car	7	22	29	25	7	yes
VOLKSWAGEN Eos	2	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9ADXV02.03UA	small car	6	21	31	25	7	yes
VOLKSWAGEN Eos	2	4	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9ADXV02.03UA	small car	6	22	29	25	7	yes
VOLKSWAGEN GTI	2	4	Man-6	2WD	Gasoline	CA	S2	LEV-II SULEV	9ADXV02.03PA	small car	9.5	21	31	25	7	yes
VOLKSWAGEN GTI	2	4	Auto-S6	2WD	Gasoline	CA	S2	LEV-II SULEV	9ADXV02.03PA	small car	9.5	22	29	25	7	yes
VOLKSWAGEN GTI	2	4	Man-6	2WD	Gasoline	FA	B2	Bin 2	9ADXV02.03PA	small car	9	21	31	25	7	yes
VOLKSWAGEN GTI	2	4	Auto-S6	2WD	Gasoline	FA	B2	Bin 2	9ADXV02.03PA	small car	9	22	29	25	7	yes
VOLKSWAGEN GTI	2	4	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9ADXV02.03UA	small car	7	21	31	25	7	yes
VOLKSWAGEN GTI	2	4	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9ADXV02.03UA	small car	7	22	29	25	7	yes
VOLKSWAGEN GTI	2	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9ADXV02.03UA	small car	6	21	31	25	7	yes
VOLKSWAGEN GTI	2	4	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9ADXV02.03UA	small car	6	22	29	25	7	yes
VOLKSWAGEN Jetta	2	4	Man-6	2WD	Gasoline	CA	S2	LEV-II SULEV	9ADXV02.03PA	small car	9.5	21	31	25	7	yes
VOLKSWAGEN Jetta	2	4	Auto-S6	2WD	Gasoline	CA	S2	LEV-II SULEV	9ADXV02.03PA	small car	9.5	22	29	25	7	yes
VOLKSWAGEN Jetta	2.5	5	Auto-S6	2WD	Gasoline	CA	S2	LEV-II SULEV	9VWXV02.5257	small car	9.5	20	29	24	7	yes
VOLKSWAGEN Jetta	2.5	5	Man-5	2WD	Gasoline	CA	S2	LEV-II SULEV	9VWXV02.5257	small car	9.5	21	30	24	7	yes
VOLKSWAGEN Jetta	2	4	Man-6	2WD	Gasoline	FA	B2	Bin 2	9ADXV02.03PA	small car	9	21	31	25	7	yes
VOLKSWAGEN Jetta	2	4	Auto-S6	2WD	Gasoline	FA	B2	Bin 2	9ADXV02.03PA	small car	9	22	29	25	7	yes
VOLKSWAGEN Jetta	2.5	5	Auto-S6	2WD	Gasoline	FA	B2	Bin 2	9VWXV02.5257	small car	9	20	29	24	7	yes
VOLKSWAGEN Jetta	2.5	5	Man-5	2WD	Gasoline	FA	B2	Bin 2	9VWXV02.5257	small car	9	21	30	24	7	yes
VOLKSWAGEN Jetta	2	4	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9ADXV02.03UA	small car	7	21	31	25	7	yes
VOLKSWAGEN Jetta	2	4	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9ADXV02.03UA	small car	7	22	29	25	7	yes
