"Model"	"Displ"	"Cyl"	"Trans"	"Drive"	"Fuel"	"Veh.Class"	"Air.Pollution.Score"	"City.MPG"	"Hwy.MPG"	"Cmb.MPG"	"Greenhouse.Gas.Score"	"dataYear"
"FORD Mustang"	2.3	4	"Man-6"	"2WD"	"Gasoline"	"small car"	7	22	31	26	6	"15"
"FORD Mustang"	2.3	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	21	32	25	6	"15"
"FORD Mustang"	2.3	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	7	21	32	25	6	"15"
"FORD Mustang"	3.7	6	"Auto-6"	"2WD"	"Gasoline"	"small car"	5	19	28	22	5	"15"
"FORD Mustang"	3.7	6	"Auto-6"	"2WD"	"Gasoline"	"small car"	6	19	28	22	5	"15"
"FORD Mustang"	3.7	6	"Man-6"	"2WD"	"Gasoline"	"small car"	5	17	28	21	5	"15"
"FORD Mustang"	3.7	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	28	21	5	"15"
"FORD Mustang"	5	8	"Man-6"	"2WD"	"Gasoline"	"small car"	5	15	25	19	4	"15"
"FORD Mustang"	5	8	"Man-6"	"2WD"	"Gasoline"	"small car"	6	15	25	19	4	"15"
"FORD Mustang Convertible"	2.3	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	20	30	24	6	"15"
"FORD Mustang Convertible"	2.3	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	7	20	30	24	6	"15"
"FORD Mustang Convertible"	5	8	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	15	24	18	4	"15"
"FORD Mustang Convertible"	5	8	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	15	24	18	4	"15"
"FORD Taurus"	2	4	"SemiAuto-6"	"2WD"	"Gasoline"	"large car"	5	22	32	26	6	"15"
"FORD Taurus"	2	4	"SemiAuto-6"	"2WD"	"Gasoline"	"large car"	6	22	32	26	6	"15"
"FORD Taurus"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"large car"	5	17	25	20	5	"15"
"FORD Taurus"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"large car"	6	17	25	20	5	"15"
"FORD Taurus"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"large car"	5	18	26	21	5	"15"
"FORD Taurus"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"large car"	6	18	26	21	5	"15"
"FORD Taurus"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"large car"	5	19	29	23	5	"15"
"FORD Taurus"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"large car"	6	19	29	23	5	"15"
"FORD Transit Connect"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	5	22	30	25	6	"15"
"FORD Transit Connect"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	5	22	30	25	6	"15"
"FORD Transit Connect"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	6	22	30	25	6	"15"
"FORD Transit Connect"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	6	22	30	25	6	"15"
"FORD Transit Connect"	2.5	4	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	5	20	28	23	5	"15"
"FORD Transit Connect"	2.5	4	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	5	20	28	23	5	"15"
"FORD Transit Connect"	2.5	4	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	5	21	29	24	6	"15"
"FORD Transit Connect"	2.5	4	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	6	20	28	23	5	"15"
"FORD Transit Connect"	2.5	4	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	6	20	28	23	5	"15"
"FORD Transit Connect"	2.5	4	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	6	21	29	24	6	"15"
"FORD Transit T150"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T150"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T150"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T150"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T150"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	2	NA	NA	NA	NA	"15"
"FORD Transit T150"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	2	14	19	16	3	"15"
"FORD Transit T250"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T250"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T250"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T250"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T250"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T250"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T250"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T250"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T250"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T250"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T250 CA"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T250 CA"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T250 CC"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T250 CC"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"van"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350"	3.7	6	"SemiAuto-6"	"2WD"	"Gasoline"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350 CA"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350 CA"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350 CA"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350 CC"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350 CC"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FORD Transit T350 CC"	3.2	5	"SemiAuto-6"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	2	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	2	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	5	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	5	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"4WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"4WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"4WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"4WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 2500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	2	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	5	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"van"	3	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	2.1	4	"Auto-7"	"2WD"	"Diesel"	"special purpose"	3	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"4WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"4WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"van"	1	NA	NA	NA	NA	"15"
"FREIGHTLINER 3500"	3	6	"Auto-5"	"2WD"	"Diesel"	"special purpose"	1	NA	NA	NA	NA	"15"
"GMC Acadia"	3.6	6	"Auto-6"	"4WD"	"Gasoline"	"standard SUV"	6	16	23	19	4	"15"
"GMC Acadia"	3.6	6	"Auto-6"	"2WD"	"Gasoline"	"standard SUV"	6	17	24	19	4	"15"
"GMC Cab Chassis C35"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Cab Chassis C35"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Cab Chassis K35"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Cab Chassis K35"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Canyon"	2.5	4	"Auto-6"	"4WD"	"Gasoline"	"pickup"	6	19	25	21	5	"15"
"GMC Canyon"	2.5	4	"Auto-6"	"2WD"	"Gasoline"	"pickup"	6	20	27	22	5	"15"
"GMC Canyon"	2.5	4	"Man-6"	"2WD"	"Gasoline"	"pickup"	6	19	26	22	5	"15"
"GMC Canyon"	3.6	6	"Auto-6"	"4WD"	"Gasoline"	"pickup"	6	17	24	20	5	"15"
"GMC Canyon"	3.6	6	"Auto-6"	"2WD"	"Gasoline"	"special purpose"	6	15	17	16	3	"15"
"GMC Canyon"	3.6	6	"Auto-6"	"2WD"	"Gasoline"	"pickup"	6	18	26	21	5	"15"
"GMC Savana 2500"	4.8	8	"Auto-6"	"2WD"	"Gasoline"	"van"	2	11	17	13	1	"15"
"GMC Savana 2500"	6	8	"Auto-6"	"2WD"	"Gasoline"	"van"	2	NA	NA	NA	NA	"15"
"GMC Savana 2500"	6	8	"Auto-6"	"2WD"	"Gasoline"	"van"	2	NA	NA	NA	NA	"15"
"GMC Savana 2500"	6	8	"Auto-6"	"2WD"	"Gasoline"	"van"	2	10	15	12	1	"15"
"GMC Savana 2500"	6	8	"Auto-6"	"2WD"	"Gasoline"	"van"	2	11	16	13	1	"15"
"GMC Savana 3500"	4.8	8	"Auto-6"	"2WD"	"Gasoline"	"van"	2	11	17	13	1	"15"
"GMC Savana 3500"	6	8	"Auto-6"	"2WD"	"Gasoline"	"van"	2	NA	NA	NA	NA	"15"
"GMC Savana 3500"	6	8	"Auto-6"	"2WD"	"Gasoline"	"van"	2	NA	NA	NA	NA	"15"
"GMC Savana 3500"	6	8	"Auto-6"	"2WD"	"Gasoline"	"van"	2	11	16	12	1	"15"
"GMC Sierra 15"	5.3	8	"Auto-6"	"4WD"	"Gasoline"	"special purpose"	6	15	19	17	4	"15"
"GMC Sierra 15"	5.3	8	"Auto-6"	"4WD"	"Gasoline"	"pickup"	6	16	22	18	4	"15"
"GMC Sierra 15"	5.3	8	"Auto-6"	"2WD"	"Gasoline"	"special purpose"	6	15	20	17	4	"15"
"GMC Sierra 15"	5.3	8	"Auto-6"	"2WD"	"Gasoline"	"pickup"	6	16	23	19	4	"15"
"GMC Sierra 15"	6.2	8	"Auto-8"	"4WD"	"Gasoline"	"pickup"	6	15	21	17	4	"15"
"GMC Sierra 15"	6.2	8	"Auto-8"	"2WD"	"Gasoline"	"pickup"	6	15	21	17	4	"15"
"GMC Sierra 25"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Sierra 25"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Sierra 25"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Sierra 25"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Sierra 35"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Sierra 35"	6.6	8	"Auto-6"	"4WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Sierra 35"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Sierra 35"	6.6	8	"Auto-6"	"2WD"	"Diesel"	"pickup"	1	NA	NA	NA	NA	"15"
"GMC Terrain"	2.4	4	"Auto-6"	"4WD"	"Gasoline"	"small SUV"	6	20	29	23	5	"15"
"GMC Terrain"	2.4	4	"Auto-6"	"4WD"	"Gasoline"	"small SUV"	7	20	29	23	5	"15"
"GMC Terrain"	2.4	4	"Auto-6"	"4WD"	"Gasoline"	"small SUV"	8	20	29	23	5	"15"
"GMC Terrain"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"small SUV"	6	22	32	26	6	"15"
"GMC Terrain"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"small SUV"	7	22	32	26	6	"15"
"GMC Terrain"	2.4	4	"Auto-6"	"2WD"	"Gasoline"	"small SUV"	8	22	32	26	6	"15"
"GMC Terrain"	3.6	6	"Auto-6"	"4WD"	"Gasoline"	"small SUV"	6	16	23	19	4	"15"
"GMC Terrain"	3.6	6	"Auto-6"	"2WD"	"Gasoline"	"small SUV"	6	17	24	20	5	"15"
"GMC Yukon 1500"	5.3	8	"Auto-6"	"4WD"	"Gasoline"	"standard SUV"	6	16	22	18	4	"15"
"GMC Yukon 1500"	5.3	8	"Auto-6"	"2WD"	"Gasoline"	"standard SUV"	6	16	23	18	4	"15"
"GMC Yukon 1500"	6.2	8	"Auto-6"	"4WD"	"Gasoline"	"standard SUV"	6	14	21	16	3	"15"
"GMC Yukon 1500"	6.2	8	"Auto-8"	"4WD"	"Gasoline"	"standard SUV"	6	15	21	17	4	"15"
"GMC Yukon 1500"	6.2	8	"Auto-6"	"2WD"	"Gasoline"	"standard SUV"	6	15	21	17	4	"15"
"GMC Yukon 1500"	6.2	8	"Auto-8"	"2WD"	"Gasoline"	"standard SUV"	6	15	22	17	4	"15"
"GMC Yukon 1500 XL"	5.3	8	"Auto-6"	"2WD"	"Gasoline"	"standard SUV"	6	16	23	18	4	"15"
"GMC Yukon 1500 XL"	6.2	8	"Auto-6"	"2WD"	"Gasoline"	"standard SUV"	6	15	21	17	4	"15"
"GMC Yukon 1500 XL"	6.2	8	"Auto-8"	"2WD"	"Gasoline"	"standard SUV"	6	15	22	17	4	"15"
"GMC Yukon XL 1500"	5.3	8	"Auto-6"	"4WD"	"Gasoline"	"standard SUV"	6	15	22	18	4	"15"
"GMC Yukon XL 1500"	6.2	8	"Auto-6"	"4WD"	"Gasoline"	"standard SUV"	6	14	20	16	3	"15"
"GMC Yukon XL 1500"	6.2	8	"Auto-8"	"4WD"	"Gasoline"	"standard SUV"	6	14	20	16	3	"15"
"HONDA Accord"	2	4	"CVT"	"2WD"	"Gasoline"	"midsize car"	7	50	45	47	10	"15"
"HONDA Accord"	2	4	"CVT"	"2WD"	"Gasoline"	"midsize car"	9	50	45	47	10	"15"
"HONDA Accord"	2.4	4	"CVT"	"2WD"	"Gasoline"	"midsize car"	7	27	36	31	8	"15"
"HONDA Accord"	2.4	4	"CVT"	"2WD"	"Gasoline"	"midsize car"	9	27	36	31	8	"15"
"HONDA Accord"	2.4	4	"CVT"	"2WD"	"Gasoline"	"midsize car"	9	27	36	31	8	"15"
"HONDA Accord"	2.4	4	"CVT"	"2WD"	"Gasoline"	"midsize car"	9	27	36	31	8	"15"
"HONDA Accord"	2.4	4	"Man-6"	"2WD"	"Gasoline"	"midsize car"	5	24	34	27	7	"15"
"HONDA Accord"	2.4	4	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	24	34	27	7	"15"
"HONDA Accord"	2.4	4	"SCV-7"	"2WD"	"Gasoline"	"midsize car"	7	26	35	29	7	"15"
"HONDA Accord"	2.4	4	"SCV-7"	"2WD"	"Gasoline"	"midsize car"	9	26	35	29	7	"15"
"HONDA Accord"	2.4	4	"SCV-7"	"2WD"	"Gasoline"	"midsize car"	9	26	35	29	7	"15"
"HONDA Accord"	2.4	4	"SCV-7"	"2WD"	"Gasoline"	"midsize car"	9	26	35	29	7	"15"
"HONDA Accord"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	5	21	34	26	6	"15"
"HONDA Accord"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	6	21	34	26	6	"15"
"HONDA Accord"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	9	21	34	26	6	"15"
"HONDA Accord"	3.5	6	"Auto-6"	"2WD"	"Gasoline"	"midsize car"	9	21	34	26	6	"15"
"HONDA Accord"	3.5	6	"Man-6"	"2WD"	"Gasoline"	"midsize car"	5	18	28	22	5	"15"
"HONDA Accord"	3.5	6	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	18	28	22	5	"15"
"HONDA Accord"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"midsize car"	5	21	32	25	6	"15"
"HONDA Accord"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"midsize car"	6	21	32	25	6	"15"
"HONDA Accord"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"midsize car"	9	21	32	25	6	"15"
"HONDA Accord"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"midsize car"	9	21	32	25	6	"15"
"HONDA CR-V"	2.4	4	"CVT"	"4WD"	"Gasoline"	"small SUV"	5	26	33	28	7	"15"
"HONDA CR-V"	2.4	4	"CVT"	"4WD"	"Gasoline"	"small SUV"	6	26	33	28	7	"15"
"HONDA CR-V"	2.4	4	"CVT"	"2WD"	"Gasoline"	"small SUV"	5	27	34	29	7	"15"
"HONDA CR-V"	2.4	4	"CVT"	"2WD"	"Gasoline"	"small SUV"	6	27	34	29	7	"15"
"HONDA CR-Z"	1.5	4	"Man-6"	"2WD"	"Gasoline"	"small car"	9	31	38	34	8	"15"
"HONDA CR-Z"	1.5	4	"Man-6"	"2WD"	"Gasoline"	"small car"	9	31	38	34	8	"15"
"HONDA CR-Z"	1.5	4	"SCV-7"	"2WD"	"Gasoline"	"small car"	9	36	39	37	9	"15"
"HONDA CR-Z"	1.5	4	"SCV-7"	"2WD"	"Gasoline"	"small car"	9	36	39	37	9	"15"
"HONDA Civic"	1.8	4	"Auto-5"	"2WD"	"CNG"	"small car"	9	27	38	31	9	"15"
"HONDA Civic"	1.8	4	"Auto-5"	"2WD"	"CNG"	"small car"	9	27	38	31	9	"15"
"HONDA Civic"	1.8	4	"CVT"	"2WD"	"Gasoline"	"small car"	5	30	39	33	8	"15"
"HONDA Civic"	1.8	4	"CVT"	"2WD"	"Gasoline"	"small car"	6	30	39	33	8	"15"
"HONDA Civic"	1.8	4	"CVT"	"2WD"	"Gasoline"	"small car"	9	30	39	33	8	"15"
"HONDA Civic"	1.8	4	"CVT"	"2WD"	"Gasoline"	"small car"	9	30	39	33	8	"15"
"HONDA Civic"	1.8	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	28	36	31	8	"15"
"HONDA Civic"	1.8	4	"Man-5"	"2WD"	"Gasoline"	"small car"	6	28	36	31	8	"15"
"HONDA Civic"	1.8	4	"SCV-7"	"2WD"	"Gasoline"	"small car"	5	29	38	33	8	"15"
"HONDA Civic"	1.8	4	"SCV-7"	"2WD"	"Gasoline"	"small car"	6	29	38	33	8	"15"
"HONDA Civic"	1.8	4	"SCV-7"	"2WD"	"Gasoline"	"small car"	9	29	38	33	8	"15"
"HONDA Civic"	1.8	4	"SCV-7"	"2WD"	"Gasoline"	"small car"	9	29	38	33	8	"15"
"HONDA Civic"	2.4	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	22	31	25	6	"15"
"HONDA Civic"	2.4	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	22	31	25	6	"15"
"HONDA Civic HF"	1.8	4	"CVT"	"2WD"	"Gasoline"	"small car"	5	31	41	35	8	"15"
"HONDA Civic HF"	1.8	4	"CVT"	"2WD"	"Gasoline"	"small car"	6	31	41	35	8	"15"
"HONDA Civic HF"	1.8	4	"CVT"	"2WD"	"Gasoline"	"small car"	9	31	41	35	8	"15"
"HONDA Civic HF"	1.8	4	"CVT"	"2WD"	"Gasoline"	"small car"	9	31	41	35	8	"15"
"HONDA Civic Hybrid"	1.5	4	"CVT"	"2WD"	"Gasoline"	"small car"	9	44	47	45	10	"15"
"HONDA Civic Hybrid"	1.5	4	"CVT"	"2WD"	"Gasoline"	"small car"	9	44	47	45	10	"15"
"HONDA Civic Hybrid"	1.5	4	"CVT"	"2WD"	"Gasoline"	"small car"	7	44	47	45	10	"15"
"HONDA Crosstour"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"small SUV"	5	22	31	25	6	"15"
"HONDA Crosstour"	2.4	4	"Auto-5"	"2WD"	"Gasoline"	"small SUV"	6	22	31	25	6	"15"
"HONDA Crosstour"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"small SUV"	5	19	28	22	5	"15"
"HONDA Crosstour"	3.5	6	"SemiAuto-6"	"4WD"	"Gasoline"	"small SUV"	6	19	28	22	5	"15"
"HONDA Crosstour"	3.5	6	"SemiAuto-6"	"2WD"	"Gasoline"	"small SUV"	5	20	30	23	5	"15"
